,text,predicted_posize,value_posize,predicted_podisease,value_podisease,predicted_poage,value_poage,predicted_poss,value_poss,predicted_prdisease,value_prdisease,predicted_pogender,value_pogender,predicted_poprocedure,value_poprocedure,predicted_prss,value_prss,predicted_potreatment,value_potreatment,predicted_pophyconditon,value_pophyconditon,predicted_prbehavior,value_prbehavior,predicted_pomedhistory,value_pomedhistory,predicted_poclinical,value_poclinical,predicted_iprocedure,value_iprocedure,predicted_idiagnostic,value_idiagnostic,predicted_idisease,value_idisease,predicted_idiagnostictest,value_idiagnostictest,predicted_iss,value_iss,predicted_otreatment,value_otreatment,predicted_opatient,value_opatient
1572,randomized to valsartan 320 mgaehydrochlorothiazide hctz n 63 or amlodipine 10 mgaehctz n 62,0.099585645,0,0.111271285,0,0.074002117,0,0.068751313,0,0.077956133,0,0.057397034,0,0.045791026,0,0.045901369,0,0.046103518,0,0.060958881,0,0.035814814,0,0.05105079,0,0.057090186,0,0.533782244,1,0.098277606,0,0.047202896,0,0.065383293,0,0.072855376,0,0.119490176,0,0.085994221,0
1573,a 42 week single center randomized controlled double blind study,0.113561451,0,0.108368836,0,0.073162943,0,0.067558542,0,0.091192454,0,0.060647544,0,0.049123969,0,0.050867304,0,0.051179133,0,0.061386533,0,0.038035061,0,0.051371813,0,0.060798053,0,0.5810588,1,0.109288245,0,0.054033499,0,0.066197172,0,0.077555202,0,0.125265911,0,0.086042993,0
1574,a 4 week screening period a 2 week wash out period and a 2 week placebo run in phase and 2 a 38 week double blind treatment period,0.099139683,0,0.112597704,0,0.070366189,0,0.06685964,0,0.082713731,0,0.05658501,0,0.046939306,0,0.047507171,0,0.045647681,0,0.060959894,0,0.035890676,0,0.048076112,0,0.055364642,0,0.529240787,0,0.102241397,1,0.048037261,0,0.064550132,0,0.072205774,0,0.121273942,0,0.082003795,0
1575,randomized 1 1 to receive valsartan 160 mg or amlodipine 5 mg,0.106883667,0,0.105947591,0,0.073381938,0,0.068620093,0,0.093004212,0,0.064194314,0,0.050576098,0,0.052279521,0,0.052264433,0,0.063920774,0,0.039846584,0,0.054608714,0,0.062731653,0,0.602992654,1,0.111673251,0,0.056688406,0,0.069734596,0,0.081499092,0,0.132807225,0,0.091084577,0
1576,force titrated to valsartan 320 mg and amlodipine 10 mg until the end of the study,0.083195306,0,0.099503241,0,0.057911854,0,0.064014815,0,0.081120215,0,0.056054991,0,0.047872756,0,0.045366414,0,0.041394897,0,0.060972016,0,0.033886071,0,0.041952137,0,0.04855467,0,0.477864534,1,0.095097445,0,0.047106139,0,0.060785204,0,0.067287996,0,0.142384455,0,0.081494123,0
1577,with a slightly greater decrease in the valsartan group compared with the amlodipine group,0.06707634,0,0.096257292,0,0.058004461,0,0.082627036,0,0.104029842,0,0.061080143,0,0.071860857,0,0.064292081,0,0.046946362,0,0.083503067,0,0.040443271,0,0.043292616,0,0.04608129,0,0.145725504,0,0.10017278,0,0.066585533,0,0.058973849,0,0.080091834,0,0.376755416,1,0.120443523,0
1578,the observation of a very high percentage of edema,0.065554522,0,0.099966317,0,0.0538374,0,0.080260105,0,0.09188062,0,0.057830337,0,0.067571796,0,0.058161817,0,0.042610459,0,0.080754906,0,0.037127346,0,0.039726388,0,0.04303737,0,0.140948921,0,0.093127213,0,0.058373667,0,0.054891851,0,0.07254833,0,0.316282004,1,0.114359975,0
1579,inactivate nitric oxide no and impair endothelial vasomotion,0.06852714,0,0.106919631,0,0.055452082,0,0.080337904,0,0.096052073,0,0.054731566,0,0.066446453,0,0.061880276,0,0.045259595,0,0.078937046,0,0.038593076,0,0.038927216,0,0.045506347,0,0.134986028,0,0.094637759,0,0.060480118,0,0.054530982,0,0.076914579,0,0.326009482,1,0.110216223,0
1580,had a history of anterior mi,0.094546176,0,0.138103828,0,0.060533442,0,0.082903467,1,0.064246327,0,0.055925742,0,0.052493684,0,0.046400674,0,0.043200251,0,0.074402012,0,0.0359286,0,0.038089029,0,0.044307027,0,0.166946471,0,0.076584771,0,0.043327458,0,0.05208623,0,0.06159455,0,0.153199092,0,0.088520594,0
1581,regional wall motion analysis of lv and lvef,0.067107834,0,0.102172971,0,0.047492806,0,0.0641234,0,0.076870583,0,0.050029103,0,0.051109046,0,0.044644207,0,0.037641149,0,0.061417375,0,0.031841859,0,0.033086117,0,0.038906805,0,0.249330118,0,0.089057952,1,0.045249239,0,0.050081126,0,0.060458526,0,0.18743296,0,0.082267299,0
1582,the lvef in the bone marrow cell treated group increased,0.064298503,0,0.096605703,0,0.055244438,0,0.079287641,0,0.098062135,0,0.058136117,0,0.069535092,0,0.060556024,0,0.043785926,0,0.081563823,0,0.038223334,0,0.040218096,0,0.04387565,0,0.145621642,0,0.098987661,0,0.061555326,0,0.057024918,0,0.076561235,0,0.345849007,1,0.114118874,0
1583,ticlopidine was used by both groups for 1 month after angioplasty,0.068307489,0,0.094480656,0,0.048173469,0,0.062425271,0,0.084285103,0,0.053160608,0,0.052000884,0,0.045813449,0,0.039124325,0,0.058836136,0,0.032807432,0,0.035529409,0,0.04312674,0,0.349611849,0,0.094088636,0,0.048812617,0,0.055225641,0,0.064709119,0,0.192707241,1,0.08477807,0
1584,in the bone marrow group the lvef increased to 39 37 2 47,0.062560126,0,0.096462309,0,0.053048771,0,0.077262275,0,0.090168938,0,0.059307355,0,0.06819611,0,0.054856937,0,0.040922105,0,0.080513358,0,0.036171142,0,0.038604755,0,0.04138587,0,0.154721767,0,0.095027998,0,0.056321692,0,0.054581396,0,0.071436763,0,0.30692938,1,0.111564361,0
1585,there were no increases in white blood cell wbc counts,0.064159796,0,0.099519067,0,0.054053061,0,0.081635363,0,0.094851136,0,0.058360755,0,0.069949962,0,0.059118774,0,0.04372273,0,0.082465507,0,0.03789166,0,0.040560525,0,0.044225033,0,0.143743321,0,0.096447602,0,0.060537662,0,0.056211803,0,0.075869985,0,0.33794257,1,0.119114034,0
1586,the wmai decreased to 36 00 3 86 and 34 40 4 46 respectively in the bone marrow treated and control groups after 6 months,0.060382213,0,0.097602367,0,0.048555017,0,0.069903672,0,0.081998266,0,0.054769296,0,0.060020018,0,0.047772124,0,0.03805181,0,0.070914127,0,0.033610061,0,0.035445504,0,0.038998842,0,0.200068548,0,0.092125304,0,0.049633291,0,0.051146321,0,0.064775139,0,0.244107589,1,0.096532032,0
1587,selective coronary and left ventricular lv angiography,0.073223725,0,0.118524253,0,0.050132152,0,0.069952436,0,0.072467946,0,0.047970969,0,0.04958554,0,0.045651276,0,0.039672162,0,0.064585932,0,0.032374524,0,0.033029452,0,0.040673859,0,0.206004933,0,0.083735391,1,0.044428889,0,0.048884265,0,0.059982918,0,0.176505402,0,0.08229512,0
1588,intracoronary bone marrow stem cell transplantation is safe and feasible,0.062727086,0,0.099503517,0,0.054780301,0,0.077255778,0,0.096609078,0,0.054684795,0,0.067092419,0,0.059015468,0,0.043437168,0,0.079100385,0,0.037708465,0,0.038568437,0,0.043522015,0,0.149670586,0,0.098739661,0,0.059139568,0,0.055310868,0,0.074306086,0,0.31906423,0,0.109466687,1
1589,stem cells and progenitor cells derived from bone marrow can be used in the repair of cardiac tissue after acute mi,0.066517591,0,0.102238074,0,0.057054281,0,0.078957155,0,0.099179737,0,0.054990888,0,0.067022674,0,0.063178457,0,0.045731261,0,0.078681983,0,0.038673054,0,0.040286392,0,0.045934916,0,0.139310688,0,0.098234937,0,0.063183546,0,0.055575408,0,0.078334324,0,0.331501603,1,0.110193752,0
1590,patients 65 years,0.245131418,0,0.162656367,0,0.11682158,1,0.091332667,0,0.073263146,0,0.078477807,0,0.046148665,0,0.052942455,0,0.057620861,0,0.068528175,0,0.043274242,0,0.058392387,0,0.059269067,0,0.183275104,0,0.084030367,0,0.05159789,0,0.068427712,0,0.070075914,0,0.121305145,0,0.098099276,0
1591,acute myocardial infarction mi,0.097664878,0,0.145773008,0,0.061432328,0,0.081600875,1,0.068707488,0,0.051726658,0,0.049722448,0,0.048502054,0,0.045045942,0,0.067630351,0,0.035937466,0,0.037222113,0,0.046441365,0,0.183433741,0,0.078463577,0,0.044511367,0,0.052141491,0,0.065417595,0,0.148912027,0,0.082559809,0
1592,mental disorders,0.120718069,0,0.125027254,1,0.065068893,0,0.075500518,0,0.06819199,0,0.060897782,0,0.047123805,0,0.045439795,0,0.040951584,0,0.063778199,0,0.03504454,0,0.036688693,0,0.043029282,0,0.179141,0,0.074427254,0,0.042398706,0,0.05221561,0,0.059616208,0,0.145600736,0,0.08013624,0
1593,coronary heart disease,0.101800665,0,0.139923841,0,0.06234121,0,0.080653541,0,0.066988364,1,0.054541145,0,0.049475867,0,0.046683621,0,0.04372273,0,0.06769941,0,0.035299804,0,0.037420016,0,0.044853706,0,0.181759655,0,0.076876163,0,0.043321747,0,0.051726565,0,0.06295798,0,0.142449185,0,0.081432648,0
1594,40 patients,0.312622786,1,0.167764559,0,0.114673942,0,0.089827888,0,0.082847871,0,0.082504846,0,0.049622711,0,0.06036393,0,0.064131998,0,0.071084566,0,0.045020025,0,0.061124209,0,0.06007373,0,0.198504657,0,0.090332329,0,0.058153089,0,0.07372351,0,0.076236613,0,0.133406222,0,0.103363156,0
1595,antithrombotics and lipid lowering drugs,0.071032517,0,0.105103523,0,0.047989495,0,0.064332351,0,0.077627882,0,0.049020328,0,0.050933622,0,0.04549887,0,0.037260465,0,0.060703866,0,0.031189907,0,0.032207936,0,0.039191108,0,0.226536438,1,0.085190438,0,0.045397248,0,0.049715228,0,0.060944799,0,0.199788809,0,0.082687467,0
1596,risk factor intervention,0.081657603,0,0.117423102,0,0.053695511,0,0.075814687,0,0.07660313,0,0.053663995,0,0.056627024,0,0.052437525,0,0.042154968,0,0.069837011,0,0.035538662,0,0.036211353,0,0.043698113,0,0.142757058,1,0.084899731,0,0.049736924,0,0.049704798,0,0.066956066,0,0.218424022,0,0.097758375,0
1597,dietary counselling,0.096695922,0,0.107265554,0,0.064735994,0,0.066584274,0,0.07454291,0,0.057815947,0,0.044369519,0,0.042724267,0,0.040423587,0,0.059822023,0,0.033759177,0,0.044202741,0,0.048723403,0,0.464693815,1,0.092565283,0,0.043634593,0,0.061448455,0,0.066428617,0,0.123678759,0,0.081806764,0
1598,20 reduction in all cause,0.069141753,0,0.107274637,0,0.05242569,0,0.082285017,0,0.082625896,0,0.057863817,0,0.065757528,0,0.05382327,0,0.041573506,0,0.08177565,0,0.03544835,0,0.036637746,0,0.042301614,0,0.140693128,0,0.08752615,0,0.053058043,0,0.052101921,0,0.068746902,0,0.276333123,0,0.1104073,1
1599,orally administered misoprostol in comparison to intravenously infused oxytocin,0.076518469,0,0.098541945,0,0.052862238,0,0.061469883,0,0.083401762,1,0.051710628,0,0.04816094,0,0.046239387,0,0.040182985,0,0.057445303,0,0.03286821,0,0.037149489,0,0.045889944,0,0.420158356,0,0.094093353,0,0.047840979,0,0.057517286,0,0.066045471,0,0.161233366,0,0.079425365,0
1600,260,0.320138603,1,0.165832654,0,0.117663242,0,0.085504062,0,0.084545568,0,0.080613002,0,0.047576126,0,0.060817786,0,0.064443178,0,0.070059836,0,0.044339336,0,0.061850615,0,0.063630112,0,0.22698313,0,0.094101153,0,0.058672931,0,0.075332396,0,0.077617317,0,0.132380918,0,0.104201175,0
1601,birth weight of maximally 4 000 gram,0.088017121,0,0.126333103,0,0.06547901,0,0.081722312,0,0.060670085,0,0.058356475,0,0.048647322,0,0.043391552,0,0.042804547,0,0.074887894,1,0.035141047,0,0.041160293,0,0.043567926,0,0.242292106,0,0.078618512,0,0.03963726,0,0.054572638,0,0.056634538,0,0.122995071,0,0.085056543,0
1602,normal fetal heart rate,0.098111868,0,0.137349904,0,0.063454248,0,0.084104866,0,0.06453447,0,0.056629546,0,0.050538074,0,0.047417905,0,0.045254175,0,0.073809564,0,0.036674991,0,0.038441475,0,0.044308279,1,0.169102445,0,0.077265538,0,0.043485161,0,0.052792702,0,0.06059264,0,0.145973459,0,0.087103613,0
1603,cephalic presentation,0.088378035,0,0.130820081,0,0.056253582,0,0.080101691,0,0.069618799,0,0.056688584,0,0.054020107,0,0.048235752,0,0.041986685,0,0.074363679,1,0.035531152,0,0.035747174,0,0.041877303,0,0.156947568,0,0.07796175,0,0.045284398,0,0.051100697,0,0.063421711,0,0.176319346,0,0.091038547,0
1604,lack of uterine contractures,0.06949915,0,0.119331226,0,0.051657025,0,0.081079699,0,0.078053564,0,0.054636586,0,0.062362202,0,0.051578254,0,0.041012518,0,0.078907892,1,0.03503456,0,0.035886832,0,0.042258248,0,0.148297578,0,0.083349288,0,0.049801283,0,0.051731035,0,0.066283278,0,0.232972786,0,0.102428839,0
1605,bishop s score of 6 or less,0.076635219,0,0.122260243,0,0.055788022,0,0.08106944,0,0.065040804,0,0.057174768,0,0.05383857,0,0.045165993,0,0.040311344,0,0.077359892,1,0.03441206,0,0.037819427,0,0.04096844,0,0.191615343,0,0.076153144,0,0.041920297,0,0.052479759,0,0.058814067,0,0.163280264,0,0.089809261,0
1606,women aged 18 years,0.208215356,0,0.161304206,0,0.138125896,1,0.095017724,0,0.068210796,0,0.086543366,1,0.046586569,0,0.049522985,0,0.056031078,0,0.073518001,0,0.047671914,0,0.066388607,0,0.065255247,0,0.203019142,0,0.088018566,0,0.04597389,0,0.072668158,0,0.070664287,0,0.108567737,0,0.103346989,0
1607,a gestational age of 38 to 42 weeks and a singleton pregnancy who had request for elective termination of pregnancy before 42 weeks of gestation or had medical indication for labor induction hypertension and diabetes,0.086644597,0,0.137750715,0,0.068429977,0,0.084689721,1,0.061641186,0,0.055298075,0,0.050943941,0,0.045861829,0,0.043419678,0,0.075486861,0,0.036712781,0,0.042870361,0,0.046981793,0,0.21581091,0,0.079148576,0,0.041948415,0,0.056119096,0,0.060906865,0,0.135226324,0,0.084777795,0
1608,pregnant women,0.132527366,0,0.124349006,0,0.073924303,0,0.079762094,1,0.06449113,0,0.068611227,0,0.047115091,0,0.044122867,0,0.04201385,0,0.067194209,0,0.03724565,0,0.041052341,0,0.043866824,0,0.191984668,0,0.073152207,0,0.0413233,0,0.056731056,0,0.058722816,0,0.128943115,0,0.082638733,0
1609,oxytocin group,0.09158732,0,0.105455302,0,0.057992488,0,0.063465796,0,0.071844161,0,0.054763425,0,0.042770922,0,0.041214462,0,0.037325785,0,0.056982011,0,0.030775046,0,0.038862333,0,0.042897116,0,0.384275913,1,0.08287771,0,0.040524293,0,0.056623589,0,0.060761455,0,0.130847961,0,0.075314708,0
1610,infusion rate,0.079493381,0,0.106886193,0,0.053037211,0,0.068413958,0,0.068790615,0,0.052845743,0,0.045625016,0,0.041433949,0,0.037509661,0,0.061867073,0,0.030989222,0,0.035464868,0,0.040047616,0,0.290127009,1,0.079725318,0,0.040344611,0,0.05220117,0,0.056824498,0,0.137946188,0,0.077224001,0
1611,misoprostol group,0.092646629,0,0.103485018,0,0.061428413,0,0.065190107,0,0.081403747,0,0.05808419,0,0.046362087,0,0.044284016,0,0.041300308,0,0.05960184,0,0.03403642,0,0.04356949,0,0.050334658,0,0.496277839,1,0.092764437,0,0.046163812,0,0.062457189,0,0.068792544,0,0.133826762,0,0.080788784,0
1612,a tablet of 200 g was dissolved in 200 cc of water,0.091721505,0,0.101154484,0,0.062515981,0,0.065430813,0,0.082743019,0,0.058696587,0,0.048060793,0,0.047163475,0,0.04514809,0,0.060118463,0,0.035814922,0,0.045881607,0,0.052220825,0,0.522881508,1,0.100935318,0,0.050106689,0,0.062567167,0,0.070639141,0,0.135543957,0,0.084806651,0
1613,intravenous oxytocin,0.089920335,0,0.106533043,0,0.061686587,0,0.064105131,0,0.07730934,0,0.054755092,0,0.044459142,0,0.043801535,0,0.040827896,0,0.058593236,0,0.032930169,0,0.041261349,0,0.047655459,0,0.458665967,1,0.092035733,0,0.043870009,0,0.059395406,0,0.065267272,0,0.125804648,0,0.07688579,0
1614,oral misoprostol,0.090685576,0,0.102004133,0,0.061691169,0,0.066510223,0,0.083518662,0,0.059380755,0,0.048110414,0,0.045825973,0,0.04286411,0,0.061809812,0,0.035467263,0,0.044641852,0,0.051700026,0,0.515964925,1,0.096246168,0,0.048400115,0,0.064035535,0,0.070557989,0,0.13524954,0,0.083074495,0
1615,a dose of 25 g which was repeated every 2 hours for up to 24 hours,0.10154324,0,0.107293516,0,0.073958382,0,0.070140593,0,0.085151426,0,0.062771522,0,0.048416477,0,0.048127756,0,0.048853479,0,0.064703561,0,0.038721249,0,0.054200534,0,0.061162651,0,0.581671238,1,0.104762726,0,0.052469663,0,0.069417909,0,0.077875555,0,0.12683782,0,0.090312019,0
1616,vaginal delivery is seen more frequently with misoprostol than oxytocin,0.065460555,0,0.097333804,0,0.054917686,0,0.077491298,0,0.099253483,0,0.054608583,0,0.066632994,0,0.061961379,0,0.044974882,0,0.07568372,0,0.03807497,0,0.040839382,0,0.045489896,0,0.151506886,0,0.098838404,0,0.063356243,0,0.056298837,0,0.078721054,0,0.341375768,1,0.113160014,0
1617,the mean times from induction to active phase and induction to delivery were significantly shorter in oxytocin group than in misoprostol group,0.066814467,0,0.096904822,0,0.057136081,0,0.077705353,0,0.103145622,0,0.057730619,0,0.068294227,0,0.063663699,0,0.045673802,0,0.077717848,0,0.038888559,0,0.041598268,0,0.046332214,0,0.150496632,0,0.099670932,0,0.064705901,0,0.057849597,0,0.080195926,0,0.359993637,1,0.114750594,0
1618,the cesarean section rate latent period and period from induction to vaginal delivery were significantly lower for the misoprostol group,0.067688346,0,0.097976238,0,0.055791102,0,0.076056533,0,0.099349834,0,0.05602327,0,0.065817252,0,0.061177388,0,0.044416491,0,0.076361917,0,0.038074825,0,0.039800946,0,0.045514733,0,0.150637433,0,0.097722799,0,0.062145241,0,0.056850094,0,0.077371232,0,0.344620138,1,0.111288331,0
1619,the induction to delivery interval with oxytocin is shorter compared with misoprostol 13 1 versus 16 3 hours 13,0.0653686,0,0.094784997,0,0.056163758,0,0.077871688,0,0.100851253,0,0.057561427,0,0.068024941,0,0.062518679,0,0.04470636,0,0.078509323,0,0.039000127,0,0.041803636,0,0.045245767,0,0.150889158,0,0.099762991,0,0.063764781,0,0.057388529,0,0.079152785,0,0.353459626,1,0.115107626,0
1620,at 18 80 years,0.220982343,0,0.161333188,0,0.131209642,1,0.094176263,0,0.069454417,0,0.08124356,0,0.046946205,0,0.050848097,0,0.058901828,0,0.070479348,0,0.04625373,0,0.06351316,0,0.062870435,0,0.19705984,0,0.085467495,0,0.047298357,0,0.071391329,0,0.069128729,0,0.10883449,0,0.10158179,0
1621,with acute stemi,0.100775868,0,0.13663286,1,0.061088469,0,0.081777401,0,0.064748146,0,0.055211127,0,0.050483052,0,0.046507906,0,0.043614935,0,0.071053982,0,0.035684261,0,0.037419781,0,0.043694247,0,0.166757733,0,0.076915123,0,0.043881305,0,0.051229432,0,0.060544904,0,0.152128488,0,0.084728234,0
1622,was withdrawn 80 ml of bone marrow for bmscs preparation,0.082779676,0,0.102629572,0,0.056573778,0,0.063937031,0,0.075381041,0,0.053014778,0,0.046077583,0,0.044137429,0,0.040940274,0,0.058344759,0,0.032578439,0,0.039022643,0,0.045133576,0,0.433696359,0,0.092723638,1,0.044748012,0,0.056210712,0,0.062776066,0,0.134022474,0,0.078755058,0
1623,the culture time to harvest p2 bmscs was prolonged to 22 days,0.06087818,0,0.097549729,0,0.046849858,0,0.066659853,0,0.079235189,0,0.051330633,0,0.055441052,0,0.045750346,0,0.037800167,0,0.066662818,0,0.032098603,0,0.034165211,0,0.038942829,0,0.238779217,0,0.090711251,1,0.047666904,0,0.052200958,0,0.061704896,0,0.217532769,0,0.089918591,0
1624,patients underwent echocardiography consecutively before the procedure and at 6 12 and 24 months follow up,0.089203507,0,0.110462859,0,0.060359843,0,0.064321399,0,0.074051671,0,0.051015195,0,0.044363111,0,0.044581886,0,0.04227018,0,0.057841957,0,0.033002589,0,0.039763696,0,0.047092337,0,0.426199138,0,0.091906786,1,0.043758053,0,0.055677243,0,0.063679218,0,0.121838361,0,0.076263279,0
1625,rehospitalization for heart failure did not differ significantly between the two groups,0.063226782,0,0.096665755,0,0.056012891,0,0.081516489,0,0.100597456,0,0.059526116,0,0.071554445,0,0.061536267,0,0.045540534,0,0.082812227,0,0.038729131,0,0.042364318,0,0.044620667,0,0.146400258,0,0.099404529,0,0.063695602,0,0.057671953,0,0.078250676,0,0.35588482,1,0.119884469,0
1626,a 17 segment echocardiogram was performed to measure,0.09110672,0,0.101750128,0,0.059989829,0,0.062577911,0,0.077939749,0,0.05387469,0,0.044419289,0,0.044030562,0,0.041223668,0,0.056880262,0,0.032796133,0,0.041103885,0,0.048805367,0,0.46728766,0,0.095059685,1,0.045091733,0,0.059338991,0,0.065351017,0,0.133883014,0,0.077963501,0
1627,there is a significant but small improvement in lv function in autologous bone marrow mononuclear cells therapy following acute myocardial infarction ami 1 2 3 4 5 6,0.067668997,0,0.101784602,0,0.057764363,0,0.080190845,0,0.100850083,0,0.055220496,0,0.067671709,0,0.0656958,0,0.046955653,0,0.079698876,0,0.03974298,0,0.041029043,0,0.047091365,0,0.138246745,0,0.099749088,0,0.064754516,0,0.05631147,0,0.081201904,0,0.350713104,1,0.115556844,0
1628,no serious treatment related side effects and significant short term improvements in lvef and spect perfusion were reported 17 18,0.065398775,0,0.100708269,0,0.054866266,0,0.080953404,0,0.096750751,0,0.058319852,0,0.068841189,0,0.059757877,0,0.043814082,0,0.083138481,0,0.038223002,0,0.040307991,0,0.044600077,0,0.141863376,0,0.096883647,0,0.060301125,0,0.056545589,0,0.076154798,0,0.341928244,1,0.117602408,0
1629,ami related changes in the numerical yield of bmscs resulted in failing to improve myocardial viability and function in human clinical setting,0.063065186,0,0.097011693,0,0.056306057,0,0.081988096,0,0.104883127,0,0.060041044,0,0.073448479,0,0.063315153,0,0.045997798,0,0.085159674,0,0.03943051,0,0.042740524,0,0.044524245,0,0.149518505,0,0.100186706,0,0.064245678,0,0.058285948,0,0.078620635,0,0.365698844,1,0.120084368,0
1630,228 pregnant women,0.284626365,1,0.169560179,0,0.11460501,0,0.090492375,0,0.079206057,0,0.081919432,0,0.049129374,0,0.05729169,0,0.061121471,0,0.071078956,0,0.044545755,0,0.05915099,0,0.057982232,0,0.191302523,0,0.08674632,0,0.054865021,0,0.071018681,0,0.072830439,0,0.125860825,0,0.101937436,0
1631,the efficacy and safety of 50 g oral misoprostol and 25 g intravaginal misoprostol for induction,0.06352099,0,0.092686839,0,0.053553421,0,0.07202372,0,0.100093737,1,0.053391349,0,0.065135211,0,0.05913239,0,0.04321472,0,0.072581738,0,0.037379466,0,0.039453581,0,0.043758579,0,0.173806146,0,0.099713519,0,0.0607256,0,0.056638986,0,0.075963579,0,0.323733926,0,0.107658245,0
1632,induction of labour at term,0.070868671,0,0.118153244,0,0.051614996,0,0.078146294,0,0.070735328,1,0.055136058,0,0.055563875,0,0.04604898,0,0.039308798,0,0.073941886,0,0.034159154,0,0.035064735,0,0.040064376,0,0.183140829,0,0.080871806,0,0.044654518,0,0.050009094,0,0.060040839,0,0.179081932,0,0.089511156,0
1633,with obstetric or medical indications,0.113103844,0,0.141632006,1,0.069222942,0,0.076916441,0,0.064164601,0,0.05359564,0,0.044016365,0,0.044373568,0,0.044844463,0,0.06344828,0,0.035162151,0,0.04007658,0,0.046936624,0,0.246702284,0,0.080291562,0,0.041683935,0,0.052914705,0,0.061430782,0,0.116040237,0,0.076810516,0
1634,a malpresentation uterine contractions,0.073890142,0,0.115140751,1,0.051600441,0,0.073836431,0,0.074443452,0,0.051894631,0,0.054130234,0,0.048646551,0,0.039063111,0,0.070058793,0,0.033633385,0,0.033749543,0,0.040877972,0,0.162123397,0,0.082860522,0,0.04582328,0,0.049925596,0,0.06287583,0,0.211195856,0,0.089211762,0
1635,cet essai clinique randomis n ayant pas t men l insu portait sur,0.080069758,0,0.106312692,0,0.058960676,0,0.066002525,0,0.076676883,0,0.051894572,0,0.046113119,0,0.045613419,0,0.041603688,0,0.059900474,0,0.033526428,0,0.040542558,0,0.046729442,0,0.435728759,1,0.095078968,0,0.045518517,0,0.058871888,0,0.064994283,0,0.129313961,0,0.078676425,0
1636,induction of labour at term qui avaient re u du misoprostol par voie vaginale,0.079377636,0,0.107549354,0,0.057322126,0,0.066166066,0,0.075694546,0,0.05139219,0,0.046463419,0,0.045084294,0,0.041240886,0,0.061047696,0,0.033083707,0,0.038978007,0,0.045640245,0,0.42173633,1,0.091955014,0,0.044026386,0,0.057138797,0,0.063927151,0,0.127832562,0,0.077715181,0
1637,took 50 g misoprostol orally two 25 g tablets or had one 25 g tablet of misoprostol,0.106467798,0,0.109233722,0,0.074401289,0,0.067908436,0,0.089686066,0,0.061518013,0,0.049432091,0,0.051253702,0,0.050383579,0,0.061791286,0,0.038478665,0,0.053380433,0,0.062487174,0,0.591890156,1,0.109019019,0,0.054256361,0,0.068603002,0,0.080465011,0,0.128112912,0,0.088748425,0
1638,vaginal bleeding,0.092961051,0,0.118354194,0,0.059426699,0,0.071080692,0,0.066543944,0,0.055146676,0,0.045223247,0,0.042529453,0,0.039335117,0,0.063228689,0,0.032452196,0,0.036341164,0,0.041399948,0,0.252534628,0,0.07708355,0,0.03954079,0,0.051557463,0,0.058272578,1,0.125429645,0,0.075615481,0
1639,no significant difference between the groups with respect to the number of women who delivered within 24 hours,0.066144571,0,0.102415681,0,0.055127285,0,0.078815378,0,0.09154097,0,0.056562532,0,0.067375042,0,0.058386274,0,0.043677822,0,0.08109878,0,0.03690942,0,0.039053712,0,0.043397531,0,0.136284709,0,0.09435714,0,0.058581214,0,0.053184126,0,0.073700763,0,0.30883038,0,0.116444893,1
1640,160 women,0.306284785,1,0.165804535,0,0.11543639,0,0.089339294,0,0.080632664,0,0.08685524,0,0.04898015,0,0.056823995,0,0.061712958,0,0.071568795,0,0.045491591,0,0.062297229,0,0.060507789,0,0.201948121,0,0.088772871,0,0.055999506,0,0.075478129,0,0.074958719,0,0.130760759,0,0.10547021,0
1641,compare the efficacy and safety of a stepwise protocol of hourly titrated oral misoprostol with vaginal dinoprostone,0.06320408,0,0.092003793,0,0.052928839,0,0.06928695,0,0.097669013,1,0.050748006,0,0.062105566,0,0.058863752,0,0.042954631,0,0.06714572,0,0.036494516,0,0.038335435,0,0.043783877,0,0.189119309,0,0.102127358,0,0.059572462,0,0.055521339,0,0.07463827,0,0.292873085,0,0.101213351,0
1642,women,0.092295721,0,0.110560775,0,0.06013215,0,0.083487034,0,0.074040033,0,0.081128031,1,0.063920252,0,0.049709011,0,0.040023353,0,0.083205529,0,0.039034337,0,0.040594555,0,0.040871114,0,0.189708784,0,0.078704767,0,0.047097784,0,0.059526145,0,0.062008243,0,0.179903686,0,0.101180956,0
1643,singleton pregnancy of at least 34 weeks gestation,0.127946496,0,0.161452889,1,0.087485284,0,0.09623041,0,0.061203681,0,0.063851163,0,0.050189078,0,0.047875039,0,0.051970214,0,0.076242127,0,0.04189758,0,0.048353229,0,0.053624827,0,0.190746874,0,0.081982337,0,0.043618672,0,0.059819095,0,0.065907449,0,0.118058659,0,0.092262007,0
1644,severe pregnancy induced hypertension,0.104594097,0,0.148273513,1,0.064270392,0,0.091070265,0,0.068577126,0,0.05829278,0,0.056139901,0,0.05150874,0,0.047338404,0,0.076808274,0,0.038941257,0,0.039535638,0,0.04731147,0,0.141266093,0,0.076069616,0,0.046411775,0,0.05498457,0,0.066655405,0,0.170186684,0,0.095357403,0
1645,a total of 160 women,0.270830035,1,0.168990687,0,0.115076639,0,0.088239983,0,0.076738887,0,0.079293966,0,0.04705485,0,0.056014884,0,0.060528953,0,0.069845997,0,0.044116452,0,0.05967408,0,0.060522456,0,0.193715364,0,0.087385178,0,0.053631641,0,0.071025044,0,0.073401116,0,0.123901673,0,0.099614508,0
