id,text,file_path,otreatment,opatient,iprocedure,iss,idiagnostic,podisease,prss,prdisease,poage,idiagnostictest,poss,idisease,posize,potreatment,pophyconditon,pogender,poprocedure,pomedhistory,prbehavior,poclinical
1272,compared to control group the lvef in the bone marrow cell treated group increased significantly 6 months after the infusion of autologous bone marrow cells into the infarct related coronary artery,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.601611733,0.153257191,0.096169978,0.056728922,0.059433002,0.057004511,0.067426957,0.066365361,0.050748624,0.042886231,0.045250155,0.049204513,0.042889629,0.038750794,0.042318735,0.041828617,0.04260578,0.029893531,0.030316414,0.030054104
1273,ticlopidine was used by both groups for 1 month after angioplasty,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.137871221,0.071103901,0.51940918,0.053649493,0.063326307,0.04481212,0.054769408,0.060351547,0.043132059,0.046267636,0.031925548,0.045400802,0.062768698,0.028913107,0.038430944,0.044759806,0.031168872,0.025865095,0.025651529,0.030909672
1274,in the bone marrow group the lvef increased to 39 37 2 47 in 6 months which was significantly different p 0 069 from the values before treatment,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.56107229,0.145851597,0.107935034,0.057568334,0.059184309,0.051840641,0.063671559,0.05982808,0.049216099,0.04325581,0.042926136,0.047410246,0.043164201,0.037493944,0.041342601,0.040069874,0.039961811,0.030137626,0.028862217,0.02832179
1275,in addition there were no increases in white blood cell wbc counts in any of the patients 24 hours after the intracoronary transfer of bone morrow cells,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.559162617,0.14491494,0.112351909,0.056415893,0.058895364,0.051386502,0.064586937,0.059442963,0.049383786,0.04449679,0.042038765,0.046503264,0.038683303,0.038223654,0.040225644,0.038679346,0.04110004,0.0304447,0.029895846,0.02824856
1276,the wmai decreased to 36 00 3 86 and 34 40 4 46 respectively in the bone marrow treated and control groups after 6 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.442195237,0.137768507,0.128995627,0.059487395,0.059017509,0.049884547,0.059312742,0.048759755,0.051837895,0.046392802,0.04105198,0.047188211,0.040275343,0.039109178,0.038764242,0.037157737,0.035986625,0.031157445,0.031010995,0.027077422
1277,selective coronary and left ventricular lv angiography were carried out according to the standard seldinger method,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.082287863,0.061225582,0.325443953,0.054930136,0.071143433,0.06629698,0.048650883,0.057538465,0.055999108,0.055553176,0.04130264,0.04023426,0.072587192,0.031689595,0.04297122,0.041720297,0.02572467,0.029566742,0.025451366,0.025664238
1278,finally the results of our study indicated that intracoronary bone marrow stem cell transplantation is safe and feasible,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.606837094,0.146758273,0.090326607,0.051765777,0.059954669,0.059095372,0.066534556,0.083316281,0.05183614,0.0456599,0.045286398,0.047353286,0.043706983,0.037031982,0.040044539,0.04201838,0.044194859,0.028359357,0.027119625,0.02921043
1279,experimental studies suggested that stem cells and progenitor cells derived from bone marrow can be used in the repair of cardiac tissue after acute mi,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23205050_element.csv,0.613411009,0.145342991,0.094917722,0.052810993,0.059849326,0.057883076,0.067771807,0.076435767,0.049949154,0.04463508,0.044659056,0.04713254,0.043068245,0.037086297,0.04180675,0.041850086,0.043662302,0.028425928,0.027780488,0.028514456
1280,inclusion criteria were patients 65 years with a recent coronary event defined as acute myocardial infarction mi percutaneous transluminal coronary intervention pci or coronary artery bypass graft cabg and who declined participation in centre based cr,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.118354134,0.089231834,0.113630392,0.100408308,0.109942175,0.456803709,0.077164762,0.114927366,0.275363147,0.105025485,0.203135952,0.082406625,0.194329441,0.073217787,0.137180656,0.14141275,0.066202931,0.065508649,0.07657057,0.061397817
1281,exclusion criteria were mental disorders dementia social disorders severe alcoholism and drug abuse living in a nursing home language barriers or use of wheelchair,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.120216206,0.077157922,0.108734697,0.082534038,0.091301762,0.345028013,0.063128181,0.09424182,0.184282586,0.079190366,0.155611455,0.06664557,0.133940563,0.053770598,0.100150965,0.095503822,0.050004281,0.049341381,0.052399609,0.045118473
1282,the aim of this study is in a randomised design to compare the effect of home based cr with usual care no rehabilitation in a population of patients 65 years with coronary heart disease who declined participation in a centre based cr programme,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.102455243,0.057682309,0.238717347,0.07713791,0.085052334,0.206662223,0.052708451,0.225853086,0.075520612,0.067729376,0.068453826,0.04790381,0.281721413,0.048268534,0.081453726,0.125043243,0.050604541,0.031984404,0.039037924,0.054190177
1283,a total of 40 patients participated,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.083020881,0.056257404,0.270152986,0.081731796,0.087457091,0.135453328,0.047190137,0.11607746,0.077736355,0.066888951,0.062321298,0.053668126,0.349372476,0.051224448,0.075334854,0.112043656,0.04014606,0.036703404,0.046462569,0.055195585
1284,all patients received antithrombotics and lipid lowering drugs and 77 4 received blockers,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.082182415,0.062248189,0.671322644,0.064550303,0.07722193,0.062383451,0.05410099,0.062559985,0.054040264,0.059827812,0.040422786,0.049567271,0.107983105,0.034159791,0.047338586,0.058678791,0.032440171,0.032169871,0.030086057,0.038638189
1285,patients were not offered exercise education or dietary counselling but as for the home group offered risk factor intervention and medical adjustment by a cardiologist at baseline and after 3 6 and 12 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.087073177,0.06352108,0.633782685,0.060199052,0.073818415,0.059517704,0.053024959,0.059724439,0.053392399,0.055301584,0.039697137,0.046356972,0.081271507,0.032523386,0.04481478,0.053456318,0.030727031,0.030594938,0.028173883,0.035947397
1286,all patients were offered dietary counselling and if required smoking cessation,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.089116789,0.061660383,0.583380103,0.053677872,0.068584397,0.059918478,0.048791189,0.057314619,0.051397569,0.05022696,0.037839595,0.043262497,0.083733544,0.030428823,0.043846589,0.052403275,0.029464815,0.028350726,0.026257146,0.031908974
1287,the centre based programmes are the cornerstone in the evidence of cr with meta analysis showing an approximately 20 reduction in all cause and cardiac mortality and 17 reduction in re infarction rate among patients who participated in the programmes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23253876_element.csv,0.50099808,0.137913942,0.087006524,0.051578719,0.057910152,0.059010047,0.057379592,0.069851309,0.051023778,0.042719409,0.042422924,0.04336565,0.045310337,0.036244933,0.038867615,0.039271135,0.039161369,0.027522365,0.026710482,0.026844271
1288,indu o do trabalho de parto por meio de solu o oral titulada de misoprostol versus oxitocina em gesta o a termo estudo controlado randomizado artigo original abstract purpose to evaluate the effectiveness and the safety of orally administered misoprostol in comparison to intravenously infused oxytocin for labor induction in term pregnant women,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.10802453,0.062791653,0.412570089,0.058744129,0.073552802,0.102314211,0.049551956,0.189895183,0.041718658,0.053346183,0.040551819,0.04322103,0.13546598,0.033249117,0.050719172,0.073576279,0.040817868,0.027295664,0.023486651,0.039875235
1289,twenty five patients were excluded for different reasons 260 were included in the study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.076384552,0.068021104,0.25882867,0.101217352,0.113299474,0.218134135,0.049403455,0.146258682,0.126138657,0.065739647,0.076984346,0.061918877,0.443748623,0.062684067,0.098941401,0.157678425,0.05429979,0.042849794,0.056107242,0.067863569
1290,additional criteria for enrollment were birth weight of maximally 4 000 gram normal fetal heart rate cephalic presentation lack of uterine contractures and bishop s score of 6 or less,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.112361856,0.069873109,0.104026601,0.071169734,0.078424729,0.268701345,0.052059423,0.089871176,0.128279462,0.066442482,0.11474371,0.055291485,0.111002155,0.045992143,0.082035288,0.074180402,0.041429035,0.039997913,0.041014966,0.035257697
1291,the inclusion criteria were women aged 18 years or older with a gestational age of 38 to 42 weeks and a singleton pregnancy who had request for elective termination of pregnancy before 42 weeks of gestation or had medical indication for labor induction hypertension and diabetes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.122535378,0.100825138,0.122616604,0.112473279,0.118950225,0.436861485,0.087745436,0.098236956,0.316622287,0.120645277,0.236947805,0.097328164,0.181464925,0.084664457,0.138299093,0.146269783,0.070845813,0.08303865,0.098647617,0.071662828
1292,between 2008 and 2010 a total of 285 term pregnant women whom were candidate for vaginal delivery were assessed for eligibility to enter the study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.0820949,0.061549906,0.139962539,0.079917416,0.094212145,0.27597174,0.044815008,0.114901558,0.154580683,0.069231786,0.101440094,0.058011405,0.270397186,0.056433775,0.09822505,0.123270631,0.044904131,0.042027298,0.050820183,0.047871176
1293,in the oxytocin group infusion rate of 2 miu min was prescribed for induction and gradually increased by 2 miu min every 15 minutes to a maximum dose of 36 miu min until adequate uterine contractions were attained,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.097359732,0.068116896,0.667794645,0.06304989,0.07503701,0.056712952,0.058791183,0.065387078,0.052140594,0.058714412,0.039164867,0.048822921,0.079441182,0.033908442,0.046743482,0.055446021,0.033917237,0.031964883,0.02830351,0.037818328
1294,in the misoprostol group a tablet of 200 g was dissolved in 200 cc of water and 25 cc was administered every 2 hours until adequate uterine contractions were achieved,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.091785029,0.066509791,0.693613112,0.065074906,0.077564381,0.060023129,0.057023458,0.069936201,0.052035458,0.059568468,0.038836282,0.050050691,0.094609022,0.034038395,0.04891061,0.058797318,0.035265248,0.032273635,0.029032974,0.039754726
1295,the practical strategies common to the administration of intravenous oxytocin or oral misoprostol solution were as follows monitoring of fhr and intrapartum uterine activity was performed continuously in the presence of any tachysystole or hypertonus or changes in fhr associated with tachysystole or hypertonus infusion rate was decreased or stopped intravenous magnesium sulfate 4 g over 30 minutes could be given at the discretion of the physician if uterine hyperstimulation occurred,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.087701812,0.060746107,0.473583102,0.052941453,0.067329004,0.061632194,0.048957676,0.06827236,0.049026344,0.052188411,0.038463522,0.039231583,0.062513217,0.028770046,0.040329881,0.044884745,0.026853565,0.028621113,0.023186181,0.028628208
1296,in our study a dose of 25 g which was repeated every 2 hours for up to 24 hours was orally administered groups in percentage of vaginal deliveries within the first 12 hours,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.084942505,0.062383201,0.63947022,0.062054951,0.074509777,0.055664841,0.052665491,0.064370692,0.050724823,0.054816056,0.036330797,0.048134331,0.09671656,0.0330109,0.045838028,0.054315127,0.031082025,0.030008797,0.028870326,0.037018754
1297,vaginal delivery is seen more frequently with misoprostol than oxytocin,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.593197763,0.148727462,0.098679289,0.054341339,0.058548231,0.055035107,0.066105083,0.067680188,0.050562523,0.044361778,0.044661518,0.047147445,0.040494666,0.036967147,0.040703263,0.040633392,0.042602018,0.029225001,0.028471714,0.028565068
1298,in our trial the mean times from induction to active phase and induction to delivery were significantly shorter in oxytocin group than in misoprostol group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.627765119,0.154973775,0.093812443,0.056571465,0.060668007,0.056244317,0.06828481,0.070856296,0.052336615,0.046521422,0.046378735,0.049098678,0.042227555,0.038658466,0.041957006,0.041865863,0.044295963,0.030514134,0.029865839,0.029779792
1299,the cesarean section rate latent period and period from induction to vaginal delivery were significantly lower for the misoprostol group other investigation is in favor of one method of induction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.59803015,0.152666017,0.09580756,0.055569705,0.05931934,0.055972718,0.065556094,0.065057464,0.051016118,0.043496586,0.044488892,0.04797215,0.041724321,0.038248517,0.042001139,0.041453887,0.042156912,0.029722769,0.029862661,0.029023288
1300,vaginal delivery occurred in 78 9 and 58 7 of misoprostol and oxytocin group respectively p 0 05 study support the finding that the induction to delivery interval with oxytocin is shorter compared with misoprostol 13 1 versus 16 3 hours 13,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23412004_element.csv,0.626679659,0.151870891,0.099983729,0.056393016,0.061000817,0.053912032,0.069206737,0.073989801,0.049436629,0.043881282,0.042928178,0.048956238,0.043715529,0.037382856,0.042253178,0.042970855,0.044191092,0.029666286,0.028423212,0.030020243
1301,between may 2008 and november 2009 patients at 18 80 years with acute stemi were recruited into this single blind randomized control open labeled multicenter exploratory study who had been successfully reperfused within 12 hours by means of stent implantation and had a substantial residual left ventricular regional wallmotion abnormality on echocardiography as well as a creatine kinase mb level more than three times the upper reference value,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.094340153,0.0620027,0.121246435,0.073434986,0.087695062,0.292434603,0.044956923,0.1087965,0.150659174,0.063326746,0.107383423,0.053037737,0.205067635,0.05145805,0.09296605,0.104856163,0.042646967,0.038708098,0.044218071,0.043174613
1302,similar with other patients this patient was withdrawn 80 ml of bone marrow for bmscs preparation but the culture time to harvest p2 bmscs was prolonged to 22 days in order to meet the minimum clinical grade cell quantity requirement,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.083997309,0.060033809,0.300467968,0.052484643,0.06938833,0.073823571,0.040399384,0.053926639,0.057283927,0.046609107,0.041642245,0.037983276,0.072208427,0.030467244,0.042661749,0.042149849,0.024000607,0.026794139,0.024705948,0.025233347
1303,patients underwent echocardiography consecutively before the procedure and at 6 12 and 24 months follow up,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.09514378,0.065019399,0.600514174,0.058739346,0.073364109,0.054059729,0.053025909,0.052364763,0.052412018,0.052663062,0.036788132,0.047562957,0.082591459,0.033122741,0.044116255,0.050706323,0.030624021,0.029295921,0.029070707,0.034140751
1304,however the major adverse cardiac events of death recurrence of myocardial infarction and rehospitalization for heart failure did not differ significantly between the two groups during 24 months of follow up table 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.573468745,0.149150267,0.095516033,0.055666242,0.058357235,0.056477826,0.064296253,0.068617888,0.049697571,0.040611085,0.04362179,0.047919516,0.042142365,0.037493054,0.041633889,0.041208278,0.041340359,0.027885538,0.028777407,0.029366869
1305,a 17 segment echocardiogram was performed to measure regional left ventricular wall motion score end systolic volume end diastolic volume and lvef by using standard methods of the american society of echocardiography 31 and,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.067125916,0.052056219,0.343059361,0.052151356,0.070252478,0.080603532,0.04254223,0.074494898,0.054173373,0.05121462,0.038536847,0.037717432,0.097339921,0.029394167,0.047465418,0.048950844,0.025357522,0.02765497,0.023981996,0.02719764
1306,randomized controlled clinical trials have demonstrated that there is a significant but small improvement in lv function in autologous bone marrow mononuclear cells therapy following acute myocardial infarction ami 1 2 3 4 5 6,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.679029346,0.16641584,0.093482792,0.058001857,0.063804828,0.059405435,0.075517513,0.076906271,0.053098831,0.04645583,0.048140779,0.052780636,0.044297837,0.041642006,0.045627434,0.045848019,0.049653806,0.031809352,0.031622585,0.032912243
1307,two small non randomized studies that used intracoronary bone marrowderived mscs bmscs in patients after ami showed that no serious treatment related side effects and significant short term improvements in lvef and spect perfusion were reported 17 18,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.623458385,0.159243748,0.089088306,0.056486513,0.060843837,0.057598557,0.069220148,0.070955984,0.051868655,0.044253252,0.045026693,0.049104467,0.042967033,0.03968481,0.043212611,0.042450983,0.045433495,0.030262955,0.030227451,0.030098904
1308,we report for the first time that ami related changes in the numerical yield of bmscs resulted in failing to improve myocardial viability and function in human clinical setting,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23651816_element.csv,0.590173841,0.140356198,0.099274144,0.051734213,0.060197402,0.053480204,0.065561563,0.085260324,0.0477155,0.043864779,0.041029215,0.045843251,0.043334004,0.035278197,0.039467558,0.041427948,0.044543706,0.026913155,0.025948606,0.028787373
1309,methods this non blinded randomized clinical trial included 228 pregnant women at term with obstetric or medical indications for induction of labour,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.086955018,0.076471224,0.226056993,0.107634328,0.119501352,0.315455019,0.056187052,0.20156382,0.161561072,0.066394858,0.102161832,0.062033057,0.429364175,0.066299617,0.121081419,0.198430777,0.066647269,0.042115666,0.05809683,0.072164863
1310,objectives to assess and compare the efficacy and safety of 50 g oral misoprostol and 25 g intravaginal misoprostol for induction of labour at term,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.182662919,0.078504167,0.261211842,0.069888137,0.074179642,0.154313087,0.088124156,0.312684566,0.051668637,0.080518618,0.064357854,0.05122273,0.147078067,0.038874283,0.063247912,0.086830512,0.06045714,0.033815421,0.028402302,0.048009217
1311,comparative evaluation of 50 microgram oral misoprostol and 25 microgram intravaginal misoprostol for induction of labour at term,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.166331232,0.066735543,0.22258769,0.060933851,0.063310109,0.104621336,0.072618574,0.222740054,0.04455122,0.062341586,0.051333223,0.042554356,0.110521786,0.031672008,0.053416491,0.065321431,0.04302096,0.029955911,0.023388851,0.036827236
1312,women met the inclusion criteria if they were nulliparous or multiparous with a singleton pregnancy between 37 and 42 weeks gestation with obstetric or medical indications for induction of labour and an unfavourable cervix initial bishop score of 6 a vertex presentation a reactive fhr pattern and absence of uterine contractions,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.107539095,0.078381263,0.109909199,0.085496403,0.09697926,0.383523196,0.06215892,0.095903009,0.209443614,0.084751494,0.161580041,0.068741523,0.15123485,0.059861068,0.113283634,0.108437277,0.054163177,0.053336527,0.060544319,0.047542799
1313,women were excluded from the study if they had a malpresentation uterine contractions suspected cephalo pelvic disproportion an estimated fetal weight 4000 g by clinical assessment and ultrasonography maternal age 18 years parity of 5 a favourable cervix bishop score 6 a previous caesarean section or uterine scar multiple gestation undiagnosed vaginal bleeding fetal distress suspected chorioamnionitis or a contraindication to vaginal delivery or to administration of prostaglandins,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.112984508,0.077548586,0.101517208,0.0838008,0.092494354,0.361289024,0.060569849,0.097496927,0.189290017,0.077875182,0.149814039,0.064806513,0.140661389,0.056564167,0.104758948,0.097463772,0.050644141,0.049859762,0.055041436,0.043919094
1314,m thodes cet essai clinique randomis n ayant pas t men l insu portait sur 228 femmes enceintes terme qui pr sentaient des indications obst tricales ou m dicales en ce qui concerne le d clenchement du travail,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.088262595,0.062482636,0.56144917,0.057636645,0.072000951,0.065524995,0.045266733,0.083778925,0.045508552,0.047891155,0.034620352,0.04370784,0.095617853,0.028395683,0.04466863,0.056562964,0.031296801,0.027606061,0.024926364,0.034602236
1315,une hyperstimulation ut rine s est manifest e chez deux des femmes 408 l may jogc mai 2013 comparative evaluation of 50 microgram oral misoprostol and 25 microgram intravaginal misoprostol for induction of labour at term qui avaient re u du misoprostol par voie vaginale toutefois aucune des femmes ayant re u du misoprostol par voie orale n a t affect e par un tel ph nom ne,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.118461438,0.056825597,0.222808242,0.05443963,0.061769947,0.092756607,0.050088417,0.144793466,0.045750223,0.047536083,0.044587009,0.03832975,0.089585736,0.028341368,0.047404505,0.054810103,0.031516053,0.025518347,0.020497495,0.030104542
1316,women either took 50 g misoprostol orally two 25 g tablets or had one 25 g tablet of misoprostol inserted in the posterior vaginal fornix,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.082519569,0.064186953,0.687949896,0.065640666,0.07805112,0.066199332,0.055359557,0.070972048,0.054908644,0.060803019,0.042310156,0.047852866,0.097440623,0.034891982,0.048577785,0.060150057,0.033475175,0.033989418,0.028714113,0.039788254
1317,women in the study were monitored for uterine contractions uterine hyperstimulation nausea vomiting diarrhea fever and vaginal bleeding and the progress of labour was recorded using a partogram,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.077055842,0.053818773,0.177622497,0.058039308,0.070619784,0.147092193,0.043518286,0.079956941,0.07812541,0.053553995,0.06781704,0.041661695,0.102927066,0.03502674,0.060171336,0.055302903,0.030803956,0.031024603,0.027654976,0.027539797
1318,there was no significant difference between the groups with respect to the number of women who delivered within 24 hours or who required oxytocin augmentation of labour the mode of delivery and neonatal outcomes p 0 05,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23756271_element.csv,0.367882758,0.115851797,0.089285016,0.053274058,0.055304747,0.065591104,0.053627573,0.066556007,0.055428643,0.044399589,0.046194226,0.040070374,0.042521477,0.032959007,0.036917366,0.035564739,0.032284468,0.0271025,0.025362529,0.024246963
1319,results a total of 160 women was enrolled in the study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.082704052,0.059834927,0.221682489,0.10017518,0.101502351,0.20264405,0.056047734,0.147576541,0.114202417,0.08759623,0.083134189,0.06162167,0.425427526,0.067543313,0.100167401,0.152015895,0.050318666,0.046692695,0.06390927,0.066063635
1320,the objective of this study was to compare the efficacy and safety of a stepwise protocol of hourly titrated oral misoprostol with vaginal dinoprostone insert in women scheduled for labor induction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.151116922,0.071892351,0.302094638,0.064560838,0.071725614,0.134973288,0.078054935,0.279646605,0.046603035,0.074813895,0.057303399,0.047548793,0.13943845,0.037026908,0.059079252,0.082626805,0.053665742,0.032310978,0.026608417,0.045534045
1321,all women admitted to the kauh jeddah saudi arabia for whom induction of labor was indicated by their attending obstetrician who met the eligibility criteria and from whom written informed consent was obtained by the physician were enrolled,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.07185588,0.056207098,0.183179542,0.060966499,0.080841601,0.224689499,0.040525906,0.089985944,0.109436385,0.057511821,0.080652915,0.047624681,0.157324612,0.040735975,0.077971004,0.086706311,0.036342215,0.033485677,0.035410199,0.034991261
1322,inclusion criteria included singleton pregnancy of at least 34 weeks gestation and a baseline bishop score less than 6,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.118671015,0.080264576,0.100303039,0.08130049,0.088658191,0.322409689,0.058695514,0.08365076,0.172728091,0.078043021,0.150141805,0.066426545,0.125432506,0.054771639,0.096566409,0.088009074,0.048778996,0.050292164,0.05254136,0.043567486
1323,women with contraindications for use of either drug previous cesarean section or other uterine surgery severe pregnancy induced hypertension abnormal liver function tests protein 1 g d blood pressure of 160 100 mm hg parity of 4 or more or with uterine contractions were excluded,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.084871314,0.066182956,0.147469893,0.077410027,0.093855053,0.332343876,0.054824483,0.087531619,0.16861473,0.075528622,0.140434578,0.058483999,0.144257724,0.051405139,0.10167709,0.094504878,0.047418967,0.045041695,0.049176134,0.039421175
1324,a total of 160 women were enrolled between january 2011 and july 2012 of whom 80 were randomized to the misoprostol and 80 to the dinoprostone vaginal insert groups figure,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.07446558,0.065936193,0.274184912,0.10871885,0.112441488,0.235643789,0.052973427,0.155538127,0.135436967,0.071953349,0.085255846,0.062410988,0.463019162,0.066909358,0.10801018,0.174612716,0.056908064,0.045566775,0.061812434,0.073091492
1325,women were randomized into the misoprostol or dinoprostone groups 1 1 using computer generated numbers with allocation concealed in opaque envelopes distributed by the obstetrics ward nurse,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.072902113,0.059175305,0.626397491,0.061213057,0.075840361,0.061618179,0.047969379,0.06597966,0.051285107,0.054655913,0.037437081,0.045861371,0.116026536,0.032637663,0.048401043,0.059504762,0.029612059,0.029808059,0.028913973,0.036661729
1326,women in the misoprostol group received a median of 9 range 2e11 doses median dose 340 mg range 40e460 mg,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.075190611,0.059793901,0.674313784,0.06513606,0.077193737,0.06285882,0.053832542,0.067064315,0.054077376,0.059846833,0.0399209,0.049359065,0.114866063,0.033790682,0.049517021,0.06142357,0.032659188,0.032597609,0.029808613,0.039924365
1327,three fourths of the women had a bishop score of 3 or less at baseline and postterm was the primary induction indication for 93 58 1 women,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.200158328,0.103348084,0.101479955,0.059614446,0.067405298,0.093326181,0.045789961,0.04858277,0.073674254,0.052478686,0.057138011,0.044708643,0.06110654,0.041727282,0.046296198,0.040647894,0.030471273,0.033712082,0.032370429,0.025937166
1328,proportions achieving vaginal delivery within 24 hours were similar between groups for women with previous childbirth p 313 however the proportion of women successfully induced was significantly greater for nulliparous women in the misoprostol group 24 of 51 58 5 compared with the dinoprostone vaginal insert group 12 of 36 33 3 p 027,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.512736142,0.156587809,0.090098195,0.060085818,0.05831936,0.058827531,0.061350845,0.059138786,0.054871079,0.040501937,0.044840839,0.048725206,0.045933567,0.041109324,0.042777266,0.042319179,0.039405204,0.030725773,0.03200103,0.030102633
1329,in addition proportions were similar between groups for women with indications for induction other than status postterm whereas significantly more misoprostol treated postterm women delivered vaginally within 24 hours 37 of 48 77 1 compared with dinoprostonetreated women 25 of 45 55 6 p 028,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.521129489,0.157929406,0.09275312,0.060943164,0.059037186,0.059146374,0.061818194,0.058496371,0.053717297,0.040877502,0.04512094,0.048986532,0.044508863,0.041530415,0.0434017,0.042287305,0.039999552,0.030929102,0.03213124,0.030037288
1330,although more women in the dinoprostone vaginal insert group whose bishop score at baseline was 4 or 5 had successful induction 17 of 20 85 0 compared with the misoprostol group 13 of 21 61 9 the difference was not statistically significant p 095,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.461073458,0.144668713,0.1048197,0.057291526,0.058058854,0.055191651,0.057636563,0.052633617,0.053223696,0.042615768,0.041820765,0.046651281,0.042430885,0.039797921,0.040418949,0.038157776,0.037218578,0.030505817,0.030805077,0.027171936
1331,although the induction success was similar in misoprostol group women with baseline bishop scores of 3 or less compared with 4 5 p 346 significantly more women with a baseline bishop score of 3 or less in the misoprostol group had successful induction 43 of 59 72 9 compared with women with low scores in the dinoprostone group 27 of 60 45 0 p 002,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.592462122,0.164123967,0.089284427,0.060188618,0.060184028,0.057437286,0.067635685,0.065632112,0.053336687,0.042099245,0.04564568,0.050414961,0.045533527,0.04062032,0.044842981,0.04415562,0.042645216,0.03105142,0.031558726,0.031421244
