id,text,file_path,p,i,o
1200,thus the combination of letrozole and trastuzumab is a safe and effective treatment option for patients with her2 and hr positive mbc and labc and may delay the use of chemotherapy,F:\PythonProjects\TestFastBert\PICOElement\21862331_element.csv,0,0,1
1201,inclusion criteria were women aged 18 years or older with a term singleton pregnancy who had obstetric or medical indication for labor induction pre eclampsia postdate or post term pregnancy iugr and gdm,F:\PythonProjects\TestFastBert\PICOElement\21959071_element.csv,1,0,0
1202,methods a randomized double blind trial of women with term single ton pregnancies with indications for labor induction,F:\PythonProjects\TestFastBert\PICOElement\21959071_element.csv,1,0,0
1203,statistical analyses were performed using the t test a total of 70 women were recruited to the study,F:\PythonProjects\TestFastBert\PICOElement\21959071_element.csv,1,0,0
1204,the secondary outcome measures were the time interval from the first dose of misoprostol to vaginal delivery the percentage of women who delivered vaginally within 12 hours and 24 hours after beginning labor induction the incidence of tachysystole or nonreassuring fhr pattern rate of women given oxytocin the percentage of cesarean deliveries performed and poor neonatal outcomes defined as low apgar score less than 7 at 1 or 5 minutes and admission to the neonatal intensive care unit,F:\PythonProjects\TestFastBert\PICOElement\21959071_element.csv,0,1,0
1205,exclusion criteria comprised a known history of major psychiatric illness preexisting mobility problems unstable angina severe complications such as uncontrolled arrhythmias or heart failure and other conditions that could be aggravated by exercise such as a resting systolic blood pressure bp 200 mm hg or a resting diastolic bp 110 mm hg,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,1,0,0
1206,objective this study evaluated the effects of a home based rehabilitation program for chinese patients with myocardial infarction in terms of health related quality of life and psychological status,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,1,0,0
1207,the usual care group received instructions on taking medications information leaflets about cardiac risk factors a healthy diet and smoking cessation and a follow up appointment,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,0,1,0
1208,for the rehabilitation group the researcher checked the patient s progress encouraged adherence to exercise and helped solve problems that had arisen using the manual,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,0,1,0
1209,the rehabilitation group received the manual and the introductory session in addition to usual care,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,0,1,0
1210,patients in the intervention group showed significant improvements in hrql,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,0,0,1
1211,its effectiveness in enhancing hrql and reducing anxiety in this group of patients not only supports the effectiveness of such a rehabilitation approach but also provides a better picture of how such an intervention may operate,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,0,0,1
1212,this finding is consistent with previous studies demonstrating that participants who had undergone either an exercise only intervention or a comprehensive multifaceted program are more likely to achieve a better improvement in physical function,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,0,0,1
1213,the findings of this study as well as those of previous studies suggest that the combined provision of guidance information relaxation skills and stress management incorporated in the heart manual are noticeably more effective than usual care in reducing anxiety and depression in patients with mi,F:\PythonProjects\TestFastBert\PICOElement\21974926_element.csv,0,0,1
1214,exclusion criteria were inability to perform their activities of daily living such as feeding themselves bathing dressing grooming work homemaking and leisure enrolment in another research project or in a heart failure clinic where serial follow up creates a bias and contraindication to exercise testing,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,1,0,0
1215,other inclusion criteria were willingness to travel to the cardiac rehabilitation centre every 3 months to meet the clinical nurse specialist and able to read and speak french,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,1,0,0
1216,subjects with a previous history of stroke could be included if they had no residual effects related to their stroke,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,1,0,0
1217,finally subjects with serious and unstable mental incapacities or major depression were excluded,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,1,0,0
1218,participants in both groups received a blinded pedometer yamax digiwalker nl 2000 as well as instructions about how to wear the pedometer correctly during 7 consecutive days from morning to bedtime,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,0,1,0
1219,nevertheless participants in the intervention group did use 1 pedometer blinded yamax digiwalker nl 2000 and used a second one to monitor their daily steps yamax digiwalker sw 200 since discharge,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,0,1,0
1220,subjects in both groups received usual medical follow up by their own physicians cardiologist and family physician,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,0,1,0
1221,we observed no significant change in achievement of treatment targets for lipid and metabolic profiles supplemental table s3,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,0,0,1
1222,regarding the impact of the program on health outcome we found that participants in the experimental group had greater improvement of overall quality of life and in the health and the functioning scores than patients in the usual care group,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,0,0,1
1223,however there was no evidence that this program had an impact on the lipid and metabolic profiles which were already well controlled at baseline,F:\PythonProjects\TestFastBert\PICOElement\22177854_element.csv,0,0,1
1224,the entry criteria were admission to hospital with a principal primary diagnosis of acute mi two of the three standard criteria typical history electrocardiographic features and cardiac enzymes discharged home within 28 days local resident and able to give informed consentdwith no age or gender restrictions,F:\PythonProjects\TestFastBert\PICOElement\22194152_element.csv,1,0,0
1225,exclusion criteria recorded were physical frailty mental confusion serious co existing disease communication difficulty previous cardiac rehabilitation and discharged to hospice or another hospital,F:\PythonProjects\TestFastBert\PICOElement\22194152_element.csv,1,0,0
1226,all patients in the trial and in the elective hospitals comparison had similar care in all respects other than referral to cardiac rehabilitation receiving available explanatory booklets being advised to see their general practitioner gp and attend routine outpatient follow up with referral for further cardiac investigations or interventions as appropriate,F:\PythonProjects\TestFastBert\PICOElement\22194152_element.csv,0,1,0
1227,exercise training was the largest component typically occupying half of the available time including warm up and cool down and used exercise equipment in physiotherapy gyms,F:\PythonProjects\TestFastBert\PICOElement\22194152_element.csv,0,1,0
1228,they took place weekly or bi weekly and averaged 20 h over 6e8 weeks,F:\PythonProjects\TestFastBert\PICOElement\22194152_element.csv,0,1,0
1229,there were non significant trends towards reduced risk of mortality for those randomised to rehabilitation among women and among patients with prior history of angina but not with respect to age other past medical history or infarct complications,F:\PythonProjects\TestFastBert\PICOElement\22194152_element.csv,0,0,1
1230,there were no significant differences between rehabilitation and control groups in any of the eight domains of health related quality of life sf36 or the three domains of pgwb,F:\PythonProjects\TestFastBert\PICOElement\22194152_element.csv,0,0,1
1231,after obtaining institutional ethics committee approval and written informed consent from all the patients ninety six asa i and ii consequent patients aged 18 65 years scheduled for elective surgery under general anaesthesia requiring tracheal intubation were included in this study,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,1,0,0
1232,background we carried out this study to compare the efficacy of oral gabapentin and clonidine premedication for controlling the pressor responses to laryngoscopy and tracheal intubation,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,1,0,0
1233,the other inclusion criteria covered patients without receiving any drugs that could influence hemodynamic and autonomic function patients with no difficult airways or obesity body weight 100 kg no allergy or contraindications to anaesthetics or any drug used no hypovolemia no electrocardiographic abnormalities no congestive heart failure no diabetes mellitus no hypertension no coronary artery respiratory renal cerebral diseases and no pregnancy,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,1,0,0
1234,the patients were randomly allocated to one of three groups according to the agents to be used before the induction of anaesthesia control group received oral placebo n 32 group p patients who received 800 mg of gabapentin n 32 group g and those patients who received 0 3 mg of clonidine n 32 group c 90 minutes prior to surgery,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,0,1,0
1235,in the operating room an 18 g intravenous cannula was inserted in an appropriate antecubital vein and ringer s solution was started at 10 ml kg per h throughout the study period,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,0,1,0
1236,after preoxygenation anaesthesia was induced with thiopental 5 mg kg fentanyl 3 g kg and atracurium 0 5 mg kg,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,0,1,0
1237,the results of our study showed that comparable with clonidine gabapentin significantly reduced dap sap map and rpp changes for 15 min after endotracheal intubation,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,0,0,1
1238,in conclusion our study showed that oral gabapentin 800 mg or clonidine 0 3 mg given 1 h before operation comparably blunted the pressor response to laryngoscopy and endotracheal intubation,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,0,0,1
1239,our data confirmed the results of above studies who demonstrated clonidine to be beneficial in blunting reflex tachycardia and hypertensive responses associated with intubation,F:\PythonProjects\TestFastBert\PICOElement\22247722_element.csv,0,0,1
1240,hypothesis telmisartan may be more effective than amlodipine in preventing af recurrence in hypertensive patients with paroxysmal af and normal or increased left atrial dimension lad,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,1,0,0
1241,between october 1 2009 andnovember 30 2011 the study population was selected according to the following criteria consecutive outpatients of either sex age 40 80 years with stage i hypertension systolic blood pressure sbp 140 mm hg and 160 mm hg and or diastolic blood pressure dbp 90 mm hg and 100 mm hg in sinus rhythm but with 2 electrocardiogram ecg documented episodes of symptomatic af in the previous 6 months each lasting 60 minutes but 7 days and terminating spontaneously,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,1,0,0
1242,palpitations were not taken into consideration nor were patients subjective appraisals,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,1,0,0
1243,methods the authors assigned 378 mild hypertensive outpatients in sinus rhythm but with 2 episodes of af in the previous 6 months to 1 of 2 groups,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,1,0
1244,in both groups patients were randomly treated with telmisartan or amlodipine for 1 year,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,1,0
1245,the primary endpoint of the study was to assess the efficacy of telmisartan as compared with amlodipine with regard to cumulative number of patients relapsing into documented af,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,1,0
1246,the secondary endpoint was the time to a first ecg documented recurrence of af,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,1,0
1247,the first is that in hypertensive patients with a history of paroxysmal af antihypertensive treatment with the arb telmisartan was more effective than amlodipine therapy in reducing af recurrence despite a similar bp reduction,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,0,1
1248,these results which confirm some previous observation with this and other arbs 18 23 are not in agreement with those of 2 large secondary prevention studies the gruppo italiano per lo studio della sopravvivenza nell insufficienza cardiaca gissi af study 25 and the angiotensin ii antagonist in paroxysmal atrial fibrillation antipaf trial 26 which failed to demonstrate the efficacy of valsartan and olmesartan respectively in preventing af recurrence,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,0,1
1249,finally the different pharmacologic characteristics of the arbs used also might have played a role telmisartan has been shown to have the strongest binding affinity to ang ii type 1 receptors among various arbs the rank order of affinity being telmisartan olmesartan candesartan valsartan losartan,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,0,1
1250,also the selective peroxisome proliferator activated receptor gamma modulating activity which is peculiar to telmisartan 28 31 might contribute to its af preventive effect through the insulin sensitizing effect and the attenuation of af promoting atrial remodeling related to peroxisome proliferator activated receptorgamma stimulation,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,0,1
1251,furthermore the proportion of patients with coronary heart disease was higher in the valsartan group than in the placebo group as was the proportion of patients with pathologic q wave and with peripheral artery disease so that patients in the valsartan group were more complicated and prone to af development,F:\PythonProjects\TestFastBert\PICOElement\22522403_element.csv,0,0,1
1252,from december 2006 to october 2009 300 consecutive patients undergoing isolated cabg for stable coronary artery disease who received at least one saphenous vein graft svg were enrolled,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,1,0,0
1253,all patients underwent off pump cabg through a median sternotomy,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,1,0
1254,the primary end point was assessment of whether the addition of clopidogrel to aspirin increases the number of patients fully responding to platelet inhibition after off pump cabg,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,1,0
1255,in our opinion the daily dose of clopidogrel 75 mg plus aspirin 100 mg was perhaps the best compromise between antithrombotic effectiveness and safety in our patients,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,1,0
1256,antiplatelet drugs were administered when postoperative chest tube drainage was 50 ml h for two consecutive hours and were continued daily for 12 months,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,1,0
1257,in a case series of patients undergoing off pump cabg ibrahim et al reported that additional clopidogrel improved svg patency early after surgery,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,0,1
1258,notably our results failed to detect any significant effect of combined antiplatelet therapy on variable internal mammary artery ima graft occlusion which because it occurs only rarely needs a larger sample for statistical power and is probably influenced by factors other than svg,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,0,1
1259,in the present study the incidence of major or minor bleeding complications was low regardless of whether aspirin was given alone or with clopidogrel,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,0,1
1260,in conclusion our results indicate that the combination of aspirin and clopidogrel acting through different pathways is more effective on platelet aggregation than aspirin alone has beneficial effects on vein graft patency and when administered according to a defined protocol is safe for bleeding,F:\PythonProjects\TestFastBert\PICOElement\22942294_element.csv,0,0,1
1261,this randomized controlled study investigated the difference between an angiotensin receptor blocker and a calcium channel blocker in reducing arterial stiffness,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,1,0,0
1262,to our knowledge this study is the first to compare the efficacy of a ras vs a non ras antihypertensive agent on arterial stiffness in postmenopausal women with hypertension,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,1,0,0
1263,postmenopausal women aged 50 75 years with mild to moderate hypertension sbp 140 mm hg dbp 110 mm hg and pulse pressure pp 50 mm hg were eligible for enrollment,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,1,0,0
1264,exclusion criteria included bp above the safety limit of sbp 180 mm hg and or dbp 110 mm hg before or at any point during the study,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,1,0,0
1265,overall 125 postmenopausal hypertensive women age 61 4ae6 years systolic blood pressure diastolic blood pressure sbp dbp 158ae11 92ae9 mm hg were randomized to valsartan 320 mgaehydrochlorothiazide hctz n 63 or amlodipine 10 mgaehctz n 62,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,0,1,0
1266,methods study design this was a 42 week single center randomized controlled double blind study,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,0,1,0
1267,the present study comprised 1 a 4 week screening period a 2 week wash out period and a 2 week placebo run in phase and 2 a 38 week double blind treatment period,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,0,1,0
1268,all eligible patients were randomized 1 1 to receive valsartan 160 mg or amlodipine 5 mg after 4 weeks of treatment patients were force titrated to valsartan 320 mg and amlodipine 10 mg until the end of the study,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,0,1,0
1269,at the study endpoint both treatment groups showed a reduction in pwv with a slightly greater decrease in the valsartan group compared with the amlodipine group change from baseline 1 9ae0 3 vs 1 7ae0 3 m s p not signficant,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,0,0,1
1270,the other clinically interesting finding of the study was the observation of a very high percentage of edema in patients taking the ccb to reach target bp as specified by the study design in this postmenopausal hypertensive female population,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,0,0,1
1271,catecholamines have been shown to inactivate nitric oxide no and impair endothelial vasomotion via enhanced reactive oxygen species production and possibly via endothelin secretion,F:\PythonProjects\TestFastBert\PICOElement\23126349_element.csv,0,0,1
1272,patients were eligible if they had a history of anterior mi by history electrocardiography and cardiac enzymes during the past month,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,1,0,0
1273,the 17 segment model for regional wall motion analysis of lv and lvef was evaluated before and 1 and 6 months after intracoronary infusion of bone marrow cells,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,1,0
1274,compared to control group the lvef in the bone marrow cell treated group increased significantly 6 months after the infusion of autologous bone marrow cells into the infarct related coronary artery,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,0,1
1275,ticlopidine was used by both groups for 1 month after angioplasty,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,0,1
1276,in the bone marrow group the lvef increased to 39 37 2 47 in 6 months which was significantly different p 0 069 from the values before treatment,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,0,1
1277,in addition there were no increases in white blood cell wbc counts in any of the patients 24 hours after the intracoronary transfer of bone morrow cells,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,0,1
1278,the wmai decreased to 36 00 3 86 and 34 40 4 46 respectively in the bone marrow treated and control groups after 6 months,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,0,1
1279,selective coronary and left ventricular lv angiography were carried out according to the standard seldinger method,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,1,0
1280,finally the results of our study indicated that intracoronary bone marrow stem cell transplantation is safe and feasible,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,0,1
1281,experimental studies suggested that stem cells and progenitor cells derived from bone marrow can be used in the repair of cardiac tissue after acute mi,F:\PythonProjects\TestFastBert\PICOElement\23205050_element.csv,0,0,1
1282,inclusion criteria were patients 65 years with a recent coronary event defined as acute myocardial infarction mi percutaneous transluminal coronary intervention pci or coronary artery bypass graft cabg and who declined participation in centre based cr,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,1,0,0
1283,exclusion criteria were mental disorders dementia social disorders severe alcoholism and drug abuse living in a nursing home language barriers or use of wheelchair,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,1,0,0
1284,the aim of this study is in a randomised design to compare the effect of home based cr with usual care no rehabilitation in a population of patients 65 years with coronary heart disease who declined participation in a centre based cr programme,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,1,0,0
1285,a total of 40 patients participated,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,1,0,0
1286,all patients received antithrombotics and lipid lowering drugs and 77 4 received blockers,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,0,1,0
1287,patients were not offered exercise education or dietary counselling but as for the home group offered risk factor intervention and medical adjustment by a cardiologist at baseline and after 3 6 and 12 months,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,0,1,0
1288,all patients were offered dietary counselling and if required smoking cessation,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,0,1,0
1289,the centre based programmes are the cornerstone in the evidence of cr with meta analysis showing an approximately 20 reduction in all cause and cardiac mortality and 17 reduction in re infarction rate among patients who participated in the programmes,F:\PythonProjects\TestFastBert\PICOElement\23253876_element.csv,0,0,1
1290,indu o do trabalho de parto por meio de solu o oral titulada de misoprostol versus oxitocina em gesta o a termo estudo controlado randomizado artigo original abstract purpose to evaluate the effectiveness and the safety of orally administered misoprostol in comparison to intravenously infused oxytocin for labor induction in term pregnant women,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,1,0,0
1291,twenty five patients were excluded for different reasons 260 were included in the study,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,1,0,0
1292,additional criteria for enrollment were birth weight of maximally 4 000 gram normal fetal heart rate cephalic presentation lack of uterine contractures and bishop s score of 6 or less,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,1,0,0
1293,the inclusion criteria were women aged 18 years or older with a gestational age of 38 to 42 weeks and a singleton pregnancy who had request for elective termination of pregnancy before 42 weeks of gestation or had medical indication for labor induction hypertension and diabetes,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,1,0,0
1294,between 2008 and 2010 a total of 285 term pregnant women whom were candidate for vaginal delivery were assessed for eligibility to enter the study,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,1,0,0
1295,in the oxytocin group infusion rate of 2 miu min was prescribed for induction and gradually increased by 2 miu min every 15 minutes to a maximum dose of 36 miu min until adequate uterine contractions were attained,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,1,0
1296,in the misoprostol group a tablet of 200 g was dissolved in 200 cc of water and 25 cc was administered every 2 hours until adequate uterine contractions were achieved,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,1,0
1297,the practical strategies common to the administration of intravenous oxytocin or oral misoprostol solution were as follows monitoring of fhr and intrapartum uterine activity was performed continuously in the presence of any tachysystole or hypertonus or changes in fhr associated with tachysystole or hypertonus infusion rate was decreased or stopped intravenous magnesium sulfate 4 g over 30 minutes could be given at the discretion of the physician if uterine hyperstimulation occurred,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,1,0
1298,in our study a dose of 25 g which was repeated every 2 hours for up to 24 hours was orally administered groups in percentage of vaginal deliveries within the first 12 hours,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,1,0
1299,vaginal delivery is seen more frequently with misoprostol than oxytocin,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,0,1
1300,in our trial the mean times from induction to active phase and induction to delivery were significantly shorter in oxytocin group than in misoprostol group,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,0,1
1301,the cesarean section rate latent period and period from induction to vaginal delivery were significantly lower for the misoprostol group other investigation is in favor of one method of induction,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,0,1
1302,vaginal delivery occurred in 78 9 and 58 7 of misoprostol and oxytocin group respectively p 0 05 study support the finding that the induction to delivery interval with oxytocin is shorter compared with misoprostol 13 1 versus 16 3 hours 13,F:\PythonProjects\TestFastBert\PICOElement\23412004_element.csv,0,0,1
1303,between may 2008 and november 2009 patients at 18 80 years with acute stemi were recruited into this single blind randomized control open labeled multicenter exploratory study who had been successfully reperfused within 12 hours by means of stent implantation and had a substantial residual left ventricular regional wallmotion abnormality on echocardiography as well as a creatine kinase mb level more than three times the upper reference value,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,1,0,0
1304,similar with other patients this patient was withdrawn 80 ml of bone marrow for bmscs preparation but the culture time to harvest p2 bmscs was prolonged to 22 days in order to meet the minimum clinical grade cell quantity requirement,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,0,1,0
1305,patients underwent echocardiography consecutively before the procedure and at 6 12 and 24 months follow up,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,0,1,0
1306,however the major adverse cardiac events of death recurrence of myocardial infarction and rehospitalization for heart failure did not differ significantly between the two groups during 24 months of follow up table 2,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,0,0,1
1307,a 17 segment echocardiogram was performed to measure regional left ventricular wall motion score end systolic volume end diastolic volume and lvef by using standard methods of the american society of echocardiography 31 and,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,0,1,0
1308,randomized controlled clinical trials have demonstrated that there is a significant but small improvement in lv function in autologous bone marrow mononuclear cells therapy following acute myocardial infarction ami 1 2 3 4 5 6,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,0,0,1
1309,two small non randomized studies that used intracoronary bone marrowderived mscs bmscs in patients after ami showed that no serious treatment related side effects and significant short term improvements in lvef and spect perfusion were reported 17 18,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,0,0,1
1310,we report for the first time that ami related changes in the numerical yield of bmscs resulted in failing to improve myocardial viability and function in human clinical setting,F:\PythonProjects\TestFastBert\PICOElement\23651816_element.csv,0,0,1
1311,methods this non blinded randomized clinical trial included 228 pregnant women at term with obstetric or medical indications for induction of labour,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,1,0,0
1312,objectives to assess and compare the efficacy and safety of 50 g oral misoprostol and 25 g intravaginal misoprostol for induction of labour at term,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,1,0,0
1313,comparative evaluation of 50 microgram oral misoprostol and 25 microgram intravaginal misoprostol for induction of labour at term,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,1,0,0
1314,women met the inclusion criteria if they were nulliparous or multiparous with a singleton pregnancy between 37 and 42 weeks gestation with obstetric or medical indications for induction of labour and an unfavourable cervix initial bishop score of 6 a vertex presentation a reactive fhr pattern and absence of uterine contractions,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,1,0,0
1315,women were excluded from the study if they had a malpresentation uterine contractions suspected cephalo pelvic disproportion an estimated fetal weight 4000 g by clinical assessment and ultrasonography maternal age 18 years parity of 5 a favourable cervix bishop score 6 a previous caesarean section or uterine scar multiple gestation undiagnosed vaginal bleeding fetal distress suspected chorioamnionitis or a contraindication to vaginal delivery or to administration of prostaglandins,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,1,0,0
1316,m thodes cet essai clinique randomis n ayant pas t men l insu portait sur 228 femmes enceintes terme qui pr sentaient des indications obst tricales ou m dicales en ce qui concerne le d clenchement du travail,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,0,1,0
1317,une hyperstimulation ut rine s est manifest e chez deux des femmes 408 l may jogc mai 2013 comparative evaluation of 50 microgram oral misoprostol and 25 microgram intravaginal misoprostol for induction of labour at term qui avaient re u du misoprostol par voie vaginale toutefois aucune des femmes ayant re u du misoprostol par voie orale n a t affect e par un tel ph nom ne,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,0,1,0
1318,women either took 50 g misoprostol orally two 25 g tablets or had one 25 g tablet of misoprostol inserted in the posterior vaginal fornix,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,0,1,0
1319,women in the study were monitored for uterine contractions uterine hyperstimulation nausea vomiting diarrhea fever and vaginal bleeding and the progress of labour was recorded using a partogram,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,0,1,0
1320,there was no significant difference between the groups with respect to the number of women who delivered within 24 hours or who required oxytocin augmentation of labour the mode of delivery and neonatal outcomes p 0 05,F:\PythonProjects\TestFastBert\PICOElement\23756271_element.csv,0,0,1
1321,results a total of 160 women was enrolled in the study,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,1,0,0
1322,the objective of this study was to compare the efficacy and safety of a stepwise protocol of hourly titrated oral misoprostol with vaginal dinoprostone insert in women scheduled for labor induction,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,1,0,0
1323,all women admitted to the kauh jeddah saudi arabia for whom induction of labor was indicated by their attending obstetrician who met the eligibility criteria and from whom written informed consent was obtained by the physician were enrolled,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,1,0,0
1324,inclusion criteria included singleton pregnancy of at least 34 weeks gestation and a baseline bishop score less than 6,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,1,0,0
1325,women with contraindications for use of either drug previous cesarean section or other uterine surgery severe pregnancy induced hypertension abnormal liver function tests protein 1 g d blood pressure of 160 100 mm hg parity of 4 or more or with uterine contractions were excluded,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,1,0,0
1326,a total of 160 women were enrolled between january 2011 and july 2012 of whom 80 were randomized to the misoprostol and 80 to the dinoprostone vaginal insert groups figure,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,1,0,0
1327,women were randomized into the misoprostol or dinoprostone groups 1 1 using computer generated numbers with allocation concealed in opaque envelopes distributed by the obstetrics ward nurse,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,1,0
1328,women in the misoprostol group received a median of 9 range 2e11 doses median dose 340 mg range 40e460 mg,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,1,0
1329,three fourths of the women had a bishop score of 3 or less at baseline and postterm was the primary induction indication for 93 58 1 women,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
1330,proportions achieving vaginal delivery within 24 hours were similar between groups for women with previous childbirth p 313 however the proportion of women successfully induced was significantly greater for nulliparous women in the misoprostol group 24 of 51 58 5 compared with the dinoprostone vaginal insert group 12 of 36 33 3 p 027,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
